"paralog","gene","moes_score","rank","fdr","cis_rank","func_rank","boot_rank_lo","boot_rank_hi","rel_interval_width","stable","in_regulon"
"MYCL1","EXOSC2",0.0988748108265947,644,0.988095329441201,2310,597,63,1810,0.1682,TRUE,FALSE
"MYCL1","FAM220A",0.0988748108265947,644,0.988095329441201,2310,844,151,2486,0.2248,TRUE,FALSE
"MYCL1","FAM227B",0.0988748108265947,644,0.988095329441201,2310,1820,478,3646,0.305,FALSE,FALSE
"MYCL1","FAM32A",0.0988748108265947,644,0.988095329441201,2310,2157,766,4410,0.3508,FALSE,FALSE
"MYCL1","FAM91A1",0.0988748108265947,644,0.988095329441201,2310,586,61,1795,0.1669,TRUE,FALSE
"MYCL1","FBXL14",0.0988748108265947,644,0.988095329441201,2310,2007,720,4285,0.3432,FALSE,FALSE
"MYCL1","FBXL15",0.0988748108265947,644,0.988095329441201,2310,1280,302,3089,0.2683,FALSE,FALSE
"MYCL1","FBXO36",0.0988748108265947,644,0.988095329441201,2310,534,53,1726,0.1611,TRUE,FALSE
"MYCL1","FEM1B",0.0988748108265947,644,0.988095329441201,2310,2021,723,4296,0.344,FALSE,FALSE
"MYCL1","FGD6",0.0988748108265947,644,0.988095329441201,2310,1420,349,3252,0.2795,FALSE,FALSE
"MYCL1","FHDC1",0.0988748108265947,644,0.988095329441201,2310,2270,822,4502,0.3543,FALSE,FALSE
"MYCL1","FKBP14",0.0988748108265947,644,0.988095329441201,2310,841,150,2483,0.2246,TRUE,FALSE
"MYCL1","FLNA",0.0988748108265947,644,0.988095329441201,2310,1172,242,2920,0.2578,FALSE,FALSE
"MYCL1","FOXJ3",0.0988748108265947,644,0.988095329441201,2310,1599,407,3423,0.2904,FALSE,FALSE
"MYCL1","FOXN2",0.0988748108265947,644,0.988095329441201,2310,682,77,1928,0.1782,TRUE,FALSE
"MYCL1","FRAS1",0.0988748108265947,644,0.988095329441201,2310,1119,219,2833,0.2517,FALSE,FALSE
"MYCL1","FTL",0.0988748108265947,644,0.988095329441201,2310,1918,635,4216,0.3448,FALSE,FALSE
"MYCL1","FUT4",0.0988748108265947,644,0.988095329441201,2310,1788,470,3614,0.3027,FALSE,FALSE
"MYCL1","GABPA",0.0988748108265947,644,0.988095329441201,2310,477,45,1601,0.1498,TRUE,FALSE
"MYCL1","GABPB1",0.0988748108265947,644,0.988095329441201,2310,1360,329,3193,0.2757,FALSE,FALSE
"MYCL1","GAR1",0.0988748108265947,644,0.988095329441201,2310,1411,344,3243,0.2791,FALSE,FALSE
"MYCL1","GART",0.0988748108265947,644,0.988095329441201,2310,772,122,2389,0.2183,TRUE,FALSE
"MYCL1","GAS2",0.0988748108265947,644,0.988095329441201,2310,2195,786,4442,0.352,FALSE,FALSE
"MYCL1","GAS2L3",0.0988748108265947,644,0.988095329441201,2310,1294,305,3110,0.27,FALSE,FALSE
"MYCL1","GCHFR",0.0988748108265947,644,0.988095329441201,2310,1153,232,2890,0.2558,FALSE,FALSE
"MYCL1","GDE1",0.0988748108265947,644,0.988095329441201,2310,1315,314,3141,0.2722,FALSE,FALSE
"MYCL1","GGT1",0.0988748108265947,644,0.988095329441201,2310,803,140,2431,0.2206,TRUE,FALSE
"MYCL1","GINS3",0.0988748108265947,644,0.988095329441201,2310,368,28,1278,0.1203,TRUE,FALSE
"MYCL1","GLG1",0.0988748108265947,644,0.988095329441201,2310,624,68,1845,0.1711,TRUE,FALSE
"MYCL1","GNL2",0.0988748108265947,644,0.988095329441201,2310,975,178,2629,0.236,TRUE,FALSE
"MYCL1","GNPAT",0.0988748108265947,644,0.988095329441201,2310,1277,299,3086,0.2683,FALSE,FALSE
"MYCL1","GOLGA5",0.0988748108265947,644,0.988095329441201,2310,2151,767,4404,0.3502,FALSE,FALSE
"MYCL1","GPD2",0.0988748108265947,644,0.988095329441201,2310,371,27,1285,0.1211,TRUE,FALSE
"MYCL1","GRK4",0.0988748108265947,644,0.988095329441201,2310,311,20,1123,0.1062,TRUE,FALSE
"MYCL1","GTF2A1",0.0988748108265947,644,0.988095329441201,2310,320,21,1142,0.1079,TRUE,FALSE
"MYCL1","GTF2H1",0.0988748108265947,644,0.988095329441201,2310,270,16,1039,0.0985,TRUE,FALSE
"MYCL1","GTF2H3",0.0988748108265947,644,0.988095329441201,2310,784,136,2409,0.2188,TRUE,FALSE
"MYCL1","GUCD1",0.0988748108265947,644,0.988095329441201,2310,1745,453,3575,0.3006,FALSE,FALSE
"MYCL1","HARS1",0.0988748108265947,644,0.988095329441201,2310,1659,429,3492,0.2949,FALSE,FALSE
"MYCL1","HCFC1",0.0988748108265947,644,0.988095329441201,2310,605,63,1822,0.1693,TRUE,FALSE
"MYCL1","HDGF",0.0988748108265947,644,0.988095329441201,2310,1467,364,3294,0.2821,FALSE,FALSE
"MYCL1","HEXIM2",0.0988748108265947,644,0.988095329441201,2310,1033,189,2696,0.2414,TRUE,FALSE
"MYCL1","HMGB1",0.0988748108265947,644,0.988095329441201,2310,297,20,1092,0.1032,TRUE,FALSE
"MYCL1","HMGCS1",0.0988748108265947,644,0.988095329441201,2310,1499,378,3323,0.2835,FALSE,FALSE
"MYCL1","HNRNPH3",0.0988748108265947,644,0.988095329441201,2310,2281,828,4510,0.3545,FALSE,FALSE
"MYCL1","HPS5",0.0988748108265947,644,0.988095329441201,2310,1532,385,3358,0.2862,FALSE,FALSE
"MYCL1","HSPA5",0.0988748108265947,644,0.988095329441201,2310,409,34,1404,0.1318,TRUE,FALSE
"MYCL1","HSPA8",0.0988748108265947,644,0.988095329441201,2310,469,43,1582,0.1481,TRUE,FALSE
"MYCL1","HSPA9",0.0988748108265947,644,0.988095329441201,2310,556,57,1754,0.1634,TRUE,FALSE
"MYCL1","HSPE1",0.0988748108265947,644,0.988095329441201,2310,2015,724,4292,0.3435,FALSE,FALSE
"MYCL1","IAH1",0.0988748108265947,644,0.988095329441201,2310,2152,771,4408,0.3501,FALSE,FALSE
"MYCL1","ICA1",0.0988748108265947,644,0.988095329441201,2310,670,76,1912,0.1768,TRUE,FALSE
"MYCL1","IDE",0.0988748108265947,644,0.988095329441201,2310,1876,505,4169,0.3527,FALSE,FALSE
"MYCL1","IER5L",0.0988748108265947,644,0.988095329441201,2310,842,151,2484,0.2246,TRUE,FALSE
"MYCL1","IFI27L1",0.0988748108265947,644,0.988095329441201,2310,1428,347,3259,0.2804,FALSE,FALSE
"MYCL1","IGFBP5",0.0988748108265947,644,0.988095329441201,2310,578,60,1784,0.166,TRUE,FALSE
"MYCL1","IKBIP",0.0988748108265947,644,0.988095329441201,2310,2013,720,4288,0.3435,FALSE,FALSE
"MYCL1","IL5RA",0.0988748108265947,644,0.988095329441201,2310,1086,207,2780,0.2477,TRUE,FALSE
"MYCL1","IMMT",0.0988748108265947,644,0.988095329441201,2310,2066,740,4333,0.3459,FALSE,FALSE
"MYCL1","IMP4",0.0988748108265947,644,0.988095329441201,2310,868,157,2511,0.2266,TRUE,FALSE
"MYCL1","INTS15",0.0988748108265947,644,0.988095329441201,2310,2249,816,4486,0.3533,FALSE,FALSE
"MYCL1","INTS4",0.0988748108265947,644,0.988095329441201,2310,341,23,1193,0.1126,TRUE,FALSE
"MYCL1","INTS7",0.0988748108265947,644,0.988095329441201,2310,1771,463,3603,0.3023,FALSE,FALSE
"MYCL1","ISL1",0.0988748108265947,644,0.988095329441201,2310,1706,444,3538,0.2979,FALSE,FALSE
"MYCL1","JSRP1",0.0988748108265947,644,0.988095329441201,2310,1861,492,4143,0.3515,FALSE,FALSE
"MYCL1","KAT14",0.0988748108265947,644,0.988095329441201,2310,1100,213,2804,0.2494,TRUE,FALSE
"MYCL1","KAT6A",0.0988748108265947,644,0.988095329441201,2310,896,161,2548,0.2298,TRUE,FALSE
"MYCL1","KBTBD3",0.0988748108265947,644,0.988095329441201,2310,441,39,1502,0.1409,TRUE,FALSE
"MYCL1","KCTD3",0.0988748108265947,644,0.988095329441201,2310,1793,471,3618,0.303,FALSE,FALSE
"MYCL1","KIAA0319L",0.0988748108265947,644,0.988095329441201,2310,1422,347,3255,0.28,FALSE,FALSE
"MYCL1","KIAA0586",0.0988748108265947,644,0.988095329441201,2310,2297,851,4527,0.3539,FALSE,FALSE
"MYCL1","KIF9",0.0988748108265947,644,0.988095329441201,2310,464,42,1570,0.1471,TRUE,FALSE
"MYCL1","KIT",0.0988748108265947,644,0.988095329441201,2310,1987,712,4270,0.3425,FALSE,FALSE
"MYCL1","KLHL22",0.0988748108265947,644,0.988095329441201,2310,928,169,2579,0.232,TRUE,FALSE
"MYCL1","KNOP1",0.0988748108265947,644,0.988095329441201,2310,2111,754,4373,0.3484,FALSE,FALSE
"MYCL1","KPTN",0.0988748108265947,644,0.988095329441201,2310,2056,737,4323,0.3452,FALSE,FALSE
"MYCL1","KRI1",0.0988748108265947,644,0.988095329441201,2310,1669,430,3502,0.2958,FALSE,FALSE
"MYCL1","L3MBTL1",0.0988748108265947,644,0.988095329441201,2310,1536,390,3360,0.2859,FALSE,FALSE
"MYCL1","LAMC1",0.0988748108265947,644,0.988095329441201,2310,969,178,2621,0.2352,TRUE,FALSE
"MYCL1","LAP3",0.0988748108265947,644,0.988095329441201,2310,1020,186,2682,0.2403,TRUE,FALSE
"MYCL1","LAPTM4A",0.0988748108265947,644,0.988095329441201,2310,1609,413,3436,0.291,FALSE,FALSE
"MYCL1","LAPTM4B",0.0988748108265947,644,0.988095329441201,2310,743,87,2320,0.215,TRUE,FALSE
"MYCL1","LARS1",0.0988748108265947,644,0.988095329441201,2310,1758,455,3589,0.3017,FALSE,FALSE
"MYCL1","LDHA",0.0988748108265947,644,0.988095329441201,2310,2176,774,4426,0.3516,FALSE,FALSE
"MYCL1","LETMD1",0.0988748108265947,644,0.988095329441201,2310,1949,698,4242,0.3412,FALSE,FALSE
"MYCL1","LRIG2",0.0988748108265947,644,0.988095329441201,2310,1087,208,2782,0.2478,TRUE,FALSE
"MYCL1","LRP6",0.0988748108265947,644,0.988095329441201,2310,1950,700,4246,0.3414,FALSE,FALSE
"MYCL1","LRPPRC",0.0988748108265947,644,0.988095329441201,2310,1092,210,2789,0.2483,TRUE,FALSE
"MYCL1","LRSAM1",0.0988748108265947,644,0.988095329441201,2310,301,19,1100,0.1041,TRUE,FALSE
"MYCL1","LSM10",0.0988748108265947,644,0.988095329441201,2310,955,173,2606,0.2342,TRUE,FALSE
"MYCL1","LSR",0.0988748108265947,644,0.988095329441201,2310,1484,372,3307,0.2826,FALSE,FALSE
"MYCL1","LSS",0.0988748108265947,644,0.988095329441201,2310,2081,742,4344,0.3468,FALSE,FALSE
"MYCL1","MACIR",0.0988748108265947,644,0.988095329441201,2310,1427,351,3260,0.2801,FALSE,FALSE
"MYCL1","MACO1",0.0988748108265947,644,0.988095329441201,2310,261,16,1026,0.0972,TRUE,FALSE
"MYCL1","MAD2L1",0.0988748108265947,644,0.988095329441201,2310,1070,202,2752,0.2455,TRUE,FALSE
"MYCL1","MAGI3",0.0988748108265947,644,0.988095329441201,2310,1185,246,2942,0.2595,FALSE,FALSE
"MYCL1","MALSU1",0.0988748108265947,644,0.988095329441201,2310,508,48,1680,0.1571,TRUE,FALSE
"MYCL1","MAPDA",0.0988748108265947,644,0.988095329441201,2310,933,170,2585,0.2325,TRUE,FALSE
"MYCL1","MAPK1IP1L",0.0988748108265947,644,0.988095329441201,2310,1530,387,3355,0.2857,FALSE,FALSE
"MYCL1","MAPKAPK5",0.0988748108265947,644,0.988095329441201,2310,562,58,1762,0.1641,TRUE,FALSE
"MYCL1","MARCHF7",0.0988748108265947,644,0.988095329441201,2310,1201,255,2970,0.2614,FALSE,FALSE
"MYCL1","MARCKSL1",0.0988748108265947,644,0.988095329441201,2310,640,70,1872,0.1735,TRUE,FALSE
"MYCL1","MARVELD2",0.0988748108265947,644,0.988095329441201,2310,1625,421,3455,0.2921,FALSE,FALSE
"MYCL1","MCM2",0.0988748108265947,644,0.988095329441201,2310,2047,730,4319,0.3455,FALSE,FALSE
"MYCL1","MCM3AP",0.0988748108265947,644,0.988095329441201,2310,1712,444,3545,0.2985,FALSE,FALSE
"MYCL1","MED13L",0.0988748108265947,644,0.988095329441201,2310,1958,703,4249,0.3414,FALSE,FALSE
"MYCL1","MED15",0.0988748108265947,644,0.988095329441201,2310,954,173,2607,0.2343,TRUE,FALSE
"MYCL1","MED17",0.0988748108265947,644,0.988095329441201,2310,1701,443,3534,0.2976,FALSE,FALSE
"MYCL1","MED4",0.0988748108265947,644,0.988095329441201,2310,1361,329,3197,0.2761,FALSE,FALSE
"MYCL1","METAP1D",0.0988748108265947,644,0.988095329441201,2310,1084,206,2780,0.2478,TRUE,FALSE
"MYCL1","METTL13",0.0988748108265947,644,0.988095329441201,2310,529,51,1716,0.1603,TRUE,FALSE
"MYCL1","METTL25",0.0988748108265947,644,0.988095329441201,2310,283,17,1062,0.1006,TRUE,FALSE
"MYCL1","MGST3",0.0988748108265947,644,0.988095329441201,2310,1455,360,3284,0.2815,FALSE,FALSE
"MYCL1","MIB1",0.0988748108265947,644,0.988095329441201,2310,290,19,1076,0.1018,TRUE,FALSE
"MYCL1","MIER1",0.0988748108265947,644,0.988095329441201,2310,2167,778,4419,0.3505,FALSE,FALSE
"MYCL1","MIIP",0.0988748108265947,644,0.988095329441201,2310,1321,316,3149,0.2727,FALSE,FALSE
"MYCL1","MLEC",0.0988748108265947,644,0.988095329441201,2310,816,144,2449,0.2219,TRUE,FALSE
"MYCL1","MNT",0.0988748108265947,644,0.988095329441201,2310,1056,196,2731,0.2441,TRUE,FALSE
"MYCL1","MRPL15",0.0988748108265947,644,0.988095329441201,2310,1895,523,4195,0.3535,FALSE,FALSE
"MYCL1","MRPL17",0.0988748108265947,644,0.988095329441201,2310,396,31,1365,0.1284,TRUE,FALSE
"MYCL1","MRPL24",0.0988748108265947,644,0.988095329441201,2310,749,96,2333,0.2154,TRUE,FALSE
"MYCL1","MRPL3",0.0988748108265947,644,0.988095329441201,2310,897,161,2546,0.2296,TRUE,FALSE
"MYCL1","MRPL30",0.0988748108265947,644,0.988095329441201,2310,1597,409,3423,0.2902,FALSE,FALSE
"MYCL1","MRPL35",0.0988748108265947,644,0.988095329441201,2310,888,161,2539,0.2289,TRUE,FALSE
"MYCL1","MRPL36",0.0988748108265947,644,0.988095329441201,2310,850,150,2487,0.225,TRUE,FALSE
"MYCL1","MRPL38",0.0988748108265947,644,0.988095329441201,2310,1683,440,3520,0.2965,FALSE,FALSE
"MYCL1","MRPL44",0.0988748108265947,644,0.988095329441201,2310,457,42,1548,0.145,TRUE,FALSE
"MYCL1","MRPL53",0.0988748108265947,644,0.988095329441201,2310,965,177,2617,0.2349,TRUE,FALSE
"MYCL1","MRPL57",0.0988748108265947,644,0.988095329441201,2310,497,48,1659,0.1551,TRUE,FALSE
"MYCL1","MRPL9",0.0988748108265947,644,0.988095329441201,2310,1546,392,3368,0.2865,FALSE,FALSE
"MYCL1","MRPS17",0.0988748108265947,644,0.988095329441201,2310,1041,191,2708,0.2423,TRUE,FALSE
"MYCL1","MRPS2",0.0988748108265947,644,0.988095329441201,2310,557,54,1755,0.1638,TRUE,FALSE
"MYCL1","MRPS21",0.0988748108265947,644,0.988095329441201,2310,918,167,2571,0.2314,TRUE,FALSE
"MYCL1","MRPS23",0.0988748108265947,644,0.988095329441201,2310,703,80,1952,0.1802,TRUE,FALSE
"MYCL1","MRPS28",0.0988748108265947,644,0.988095329441201,2310,291,19,1079,0.1021,TRUE,FALSE
"MYCL1","MRPS33",0.0988748108265947,644,0.988095329441201,2310,664,76,1906,0.1762,TRUE,FALSE
"MYCL1","MRPS34",0.0988748108265947,644,0.988095329441201,2310,633,69,1864,0.1728,TRUE,FALSE
"MYCL1","MRS2",0.0988748108265947,644,0.988095329441201,2310,2220,795,4461,0.3529,FALSE,FALSE
"MYCL1","MSC",0.0988748108265947,644,0.988095329441201,2310,1528,382,3354,0.2861,FALSE,FALSE
"MYCL1","MTF1",0.0988748108265947,644,0.988095329441201,2310,1365,328,3200,0.2765,FALSE,FALSE
"MYCL1","MTG2",0.0988748108265947,644,0.988095329441201,2310,1574,401,3401,0.2888,FALSE,FALSE
"MYCL1","MTHFD1",0.0988748108265947,644,0.988095329441201,2310,890,161,2538,0.2288,TRUE,FALSE
"MYCL1","NAA35",0.0988748108265947,644,0.988095329441201,2310,1250,284,3046,0.2659,FALSE,FALSE
"MYCL1","NAPEPLD",0.0988748108265947,644,0.988095329441201,2310,1633,419,3467,0.2934,FALSE,FALSE
"MYCL1","NCALD",0.0988748108265947,644,0.988095329441201,2310,1510,379,3335,0.2846,FALSE,FALSE
"MYCL1","NCAPG",0.0988748108265947,644,0.988095329441201,2310,2169,770,4420,0.3514,FALSE,FALSE
"MYCL1","NCBP1",0.0988748108265947,644,0.988095329441201,2310,522,51,1706,0.1593,TRUE,FALSE
"MYCL1","NCBP2",0.0988748108265947,644,0.988095329441201,2310,667,76,1909,0.1765,TRUE,FALSE
"MYCL1","NDUFA12",0.0988748108265947,644,0.988095329441201,2310,1936,279,4230,0.3804,FALSE,FALSE
"MYCL1","NDUFA6",0.0988748108265947,644,0.988095329441201,2310,1022,188,2683,0.2402,TRUE,FALSE
"MYCL1","NDUFB7",0.0988748108265947,644,0.988095329441201,2310,1304,312,3127,0.271,FALSE,FALSE
"MYCL1","NDUFC1",0.0988748108265947,644,0.988095329441201,2310,1763,451,3589,0.3021,FALSE,FALSE
"MYCL1","NDUFV2",0.0988748108265947,644,0.988095329441201,2310,1177,241,2926,0.2585,FALSE,FALSE
"MYCL1","NEDD4L",0.0988748108265947,644,0.988095329441201,2310,848,152,2486,0.2247,TRUE,FALSE
"MYCL1","NFXL1",0.0988748108265947,644,0.988095329441201,2310,2239,816,4478,0.3526,FALSE,FALSE
"MYCL1","NGRN",0.0988748108265947,644,0.988095329441201,2310,1182,246,2934,0.2587,FALSE,FALSE
"MYCL1","NIPAL2",0.0988748108265947,644,0.988095329441201,2310,952,173,2604,0.234,TRUE,FALSE
"MYCL1","NLRP3",0.0988748108265947,644,0.988095329441201,2310,1890,512,4187,0.3538,FALSE,FALSE
"MYCL1","NMNAT1",0.0988748108265947,644,0.988095329441201,2310,1915,687,4215,0.3397,FALSE,FALSE
"MYCL1","NOB1",0.0988748108265947,644,0.988095329441201,2310,452,40,1536,0.144,TRUE,FALSE
"MYCL1","NOL7",0.0988748108265947,644,0.988095329441201,2310,2250,817,4486,0.3532,FALSE,FALSE
"MYCL1","NPL",0.0988748108265947,644,0.988095329441201,2310,704,81,1953,0.1802,TRUE,FALSE
"MYCL1","NRCAM",0.0988748108265947,644,0.988095329441201,2310,1589,403,3418,0.2903,FALSE,FALSE
"MYCL1","NRN1",0.0988748108265947,644,0.988095329441201,2310,2117,756,4376,0.3485,FALSE,FALSE
"MYCL1","NT5C3A",0.0988748108265947,644,0.988095329441201,2310,935,172,2588,0.2326,TRUE,FALSE
"MYCL1","NUDT5",0.0988748108265947,644,0.988095329441201,2310,2163,771,4414,0.3507,FALSE,FALSE
"MYCL1","NUP160",0.0988748108265947,644,0.988095329441201,2310,1541,388,3362,0.2863,FALSE,FALSE
"MYCL1","NUP205",0.0988748108265947,644,0.988095329441201,2310,1911,690,4210,0.3389,FALSE,FALSE
"MYCL1","NUP37",0.0988748108265947,644,0.988095329441201,2310,836,149,2476,0.224,TRUE,FALSE
"MYCL1","NUSAP1",0.0988748108265947,644,0.988095329441201,2310,683,77,1929,0.1783,TRUE,FALSE
"MYCL1","NXT1",0.0988748108265947,644,0.988095329441201,2310,637,69,1867,0.1731,TRUE,FALSE
"MYCL1","OGDH",0.0988748108265947,644,0.988095329441201,2310,1831,478,3670,0.3073,FALSE,FALSE
"MYCL1","OGFOD1",0.0988748108265947,644,0.988095329441201,2310,2054,731,4323,0.3458,FALSE,FALSE
"MYCL1","ORC2",0.0988748108265947,644,0.988095329441201,2310,1977,707,4264,0.3424,FALSE,FALSE
"MYCL1","OSBPL3",0.0988748108265947,644,0.988095329441201,2310,835,148,2475,0.224,TRUE,FALSE
"MYCL1","OSGEPL1",0.0988748108265947,644,0.988095329441201,2310,1371,333,3204,0.2764,FALSE,FALSE
"MYCL1","OTUD6B",0.0988748108265947,644,0.988095329441201,2310,1031,190,2694,0.2411,TRUE,FALSE
"MYCL1","OTUD7B",0.0988748108265947,644,0.988095329441201,2310,465,43,1572,0.1472,TRUE,FALSE
"MYCL1","OXA1L",0.0988748108265947,644,0.988095329441201,2310,659,74,1896,0.1754,TRUE,FALSE
"MYCL1","P3H1",0.0988748108265947,644,0.988095329441201,2310,2020,722,4299,0.3444,FALSE,FALSE
"MYCL1","P4HA1",0.0988748108265947,644,0.988095329441201,2310,1639,422,3471,0.2935,FALSE,FALSE
"MYCL1","PAAF1",0.0988748108265947,644,0.988095329441201,2310,2252,819,4488,0.3532,FALSE,FALSE
"MYCL1","PAFAH1B2",0.0988748108265947,644,0.988095329441201,2310,2115,750,4377,0.3492,FALSE,FALSE
"MYCL1","PALS1",0.0988748108265947,644,0.988095329441201,2310,506,49,1677,0.1567,TRUE,FALSE
"MYCL1","PANX1",0.0988748108265947,644,0.988095329441201,2310,1869,491,4158,0.353,FALSE,FALSE
"MYCL1","PARPBP",0.0988748108265947,644,0.988095329441201,2310,1495,372,3320,0.2838,FALSE,FALSE
"MYCL1","PARS2",0.0988748108265947,644,0.988095329441201,2310,1738,452,3570,0.3002,FALSE,FALSE
"MYCL1","PATJ",0.0988748108265947,644,0.988095329441201,2310,1732,447,3566,0.3003,FALSE,FALSE
"MYCL1","PAWR",0.0988748108265947,644,0.988095329441201,2310,438,39,1493,0.1399,TRUE,FALSE
"MYCL1","PDCD6",0.0988748108265947,644,0.988095329441201,2310,767,116,2378,0.2178,TRUE,FALSE
"MYCL1","PDIK1L",0.0988748108265947,644,0.988095329441201,2310,632,69,1858,0.1722,TRUE,FALSE
"MYCL1","PDSS1",0.0988748108265947,644,0.988095329441201,2310,1694,444,3524,0.2965,FALSE,FALSE
"MYCL1","PEBP1",0.0988748108265947,644,0.988095329441201,2310,1283,305,3093,0.2684,FALSE,FALSE
"MYCL1","PEF1",0.0988748108265947,644,0.988095329441201,2310,2293,844,4521,0.354,FALSE,FALSE
"MYCL1","PEMT",0.0988748108265947,644,0.988095329441201,2310,1470,365,3295,0.2821,FALSE,FALSE
"MYCL1","PFN4",0.0988748108265947,644,0.988095329441201,2310,1593,403,3419,0.2904,FALSE,FALSE
"MYCL1","PGD",0.0988748108265947,644,0.988095329441201,2310,634,70,1861,0.1724,TRUE,FALSE
"MYCL1","PGM1",0.0988748108265947,644,0.988095329441201,2310,1336,326,3169,0.2737,FALSE,FALSE
"MYCL1","PGM2",0.0988748108265947,644,0.988095329441201,2310,689,78,1936,0.1789,TRUE,FALSE
"MYCL1","PHB1",0.0988748108265947,644,0.988095329441201,2310,1236,275,3022,0.2645,FALSE,FALSE
"MYCL1","PIERCE1",0.0988748108265947,644,0.988095329441201,2310,399,32,1372,0.1291,TRUE,FALSE
"MYCL1","PIGG",0.0988748108265947,644,0.988095329441201,2310,2201,796,4445,0.3513,FALSE,FALSE
"MYCL1","PIK3C2A",0.0988748108265947,644,0.988095329441201,2310,2258,826,4492,0.3529,FALSE,FALSE
"MYCL1","PJVK",0.0988748108265947,644,0.988095329441201,2310,970,178,2621,0.2352,TRUE,FALSE
"MYCL1","PLEKHA8",0.0988748108265947,644,0.988095329441201,2310,629,69,1853,0.1718,TRUE,FALSE
"MYCL1","PM20D2",0.0988748108265947,644,0.988095329441201,2310,768,114,2379,0.2181,TRUE,FALSE
"MYCL1","PNPT1",0.0988748108265947,644,0.988095329441201,2310,923,168,2574,0.2316,TRUE,FALSE
"MYCL1","POLA2",0.0988748108265947,644,0.988095329441201,2310,1409,344,3240,0.2788,FALSE,FALSE
"MYCL1","POLI",0.0988748108265947,644,0.988095329441201,2310,686,78,1931,0.1784,TRUE,FALSE
"MYCL1","POLR1A",0.0988748108265947,644,0.988095329441201,2310,482,46,1617,0.1512,TRUE,FALSE
"MYCL1","POLR1F",0.0988748108265947,644,0.988095329441201,2310,1475,366,3301,0.2826,FALSE,FALSE
"MYCL1","POLR2C",0.0988748108265947,644,0.988095329441201,2310,729,87,2250,0.2082,TRUE,FALSE
"MYCL1","POLR2I",0.0988748108265947,644,0.988095329441201,2310,1116,219,2827,0.2511,FALSE,FALSE
"MYCL1","POLR3GL",0.0988748108265947,644,0.988095329441201,2310,1046,194,2714,0.2425,TRUE,FALSE
"MYCL1","PPAT",0.0988748108265947,644,0.988095329441201,2310,385,30,1330,0.1252,TRUE,FALSE
"MYCL1","PPIA",0.0988748108265947,644,0.988095329441201,2310,1060,198,2738,0.2446,TRUE,FALSE
"MYCL1","PPIH",0.0988748108265947,644,0.988095329441201,2310,1920,690,4218,0.3397,FALSE,FALSE
"MYCL1","PPIL1",0.0988748108265947,644,0.988095329441201,2310,1785,465,3611,0.3029,FALSE,FALSE
"MYCL1","PPP4R3A",0.0988748108265947,644,0.988095329441201,2310,919,167,2569,0.2313,TRUE,FALSE
"MYCL1","PPP5C",0.0988748108265947,644,0.988095329441201,2310,1643,423,3475,0.2938,FALSE,FALSE
"MYCL1","PPTC7",0.0988748108265947,644,0.988095329441201,2310,700,80,1951,0.1801,TRUE,FALSE
"MYCL1","PRKAB1",0.0988748108265947,644,0.988095329441201,2310,1175,238,2924,0.2586,FALSE,FALSE
"MYCL1","PRORP",0.0988748108265947,644,0.988095329441201,2310,1456,357,3286,0.282,FALSE,FALSE
"MYCL1","PRR14L",0.0988748108265947,644,0.988095329441201,2310,738,89,2300,0.2129,TRUE,FALSE
"MYCL1","PSMA1",0.0988748108265947,644,0.988095329441201,2310,472,43,1590,0.149,TRUE,FALSE
"MYCL1","PSMA5",0.0988748108265947,644,0.988095329441201,2310,2144,767,4399,0.3497,FALSE,FALSE
"MYCL1","PSMC5",0.0988748108265947,644,0.988095329441201,2310,608,66,1826,0.1694,TRUE,FALSE
"MYCL1","PSMD8",0.0988748108265947,644,0.988095329441201,2310,985,182,2639,0.2366,TRUE,FALSE
"MYCL1","PSPH",0.0988748108265947,644,0.988095329441201,2310,838,147,2479,0.2245,TRUE,FALSE
"MYCL1","PTBP2",0.0988748108265947,644,0.988095329441201,2310,2224,799,4463,0.3528,FALSE,FALSE
"MYCL1","PTGR3",0.0988748108265947,644,0.988095329441201,2310,581,58,1789,0.1667,TRUE,FALSE
"MYCL1","PTK2B",0.0988748108265947,644,0.988095329441201,2310,1149,231,2882,0.2552,FALSE,FALSE
"MYCL1","PUS1",0.0988748108265947,644,0.988095329441201,2310,1967,704,4254,0.3418,FALSE,FALSE
"MYCL1","RALA",0.0988748108265947,644,0.988095329441201,2310,1356,329,3188,0.2753,FALSE,FALSE
"MYCL1","RALGAPA1",0.0988748108265947,644,0.988095329441201,2310,695,80,1945,0.1796,TRUE,FALSE
"MYCL1","RANBP2",0.0988748108265947,644,0.988095329441201,2310,1114,215,2823,0.251,FALSE,FALSE
"MYCL1","RANGAP1",0.0988748108265947,644,0.988095329441201,2310,1410,346,3243,0.2789,FALSE,FALSE
"MYCL1","RASAL2",0.0988748108265947,644,0.988095329441201,2310,1399,341,3233,0.2784,FALSE,FALSE
"MYCL1","RASEF",0.0988748108265947,644,0.988095329441201,2310,651,73,1885,0.1745,TRUE,FALSE
"MYCL1","RBAK",0.0988748108265947,644,0.988095329441201,2310,1622,420,3450,0.2917,FALSE,FALSE
"MYCL1","RBM33",0.0988748108265947,644,0.988095329441201,2310,1906,629,4206,0.3443,FALSE,FALSE
"MYCL1","RBM7",0.0988748108265947,644,0.988095329441201,2310,677,78,1920,0.1773,TRUE,FALSE
"MYCL1","RDH10",0.0988748108265947,644,0.988095329441201,2310,1471,365,3297,0.2823,FALSE,FALSE
